0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
2,3,6,28,22,13,9,8,2,1,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,1,2,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
3,3,7,29,23,14,10,9,3,2,3,7,6,5,4,27,26,34,31,27,17,33,37,18,16,24,15,6,10,10,3,3,5,3,3,3,3,4,4,3,3,4,3,5,27,9,9,12,12,7,9,21,8,12,10,6,7,5,3,12,3,4,6,11,3,3,3,3,3,3,3,2,1,3,2,6,5,5,5,6,8,3,5,3,4,3,3,4,5,6,3,3,3,3,3
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,1,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
2,3,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,26,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,2,2,1,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
5,7,9,31,25,16,12,11,5,5,5,9,8,7,6,29,28,36,33,29,19,35,39,20,18,26,17,8,12,12,5,5,7,5,5,5,5,6,6,5,5,6,5,7,30,11,11,14,14,9,11,23,10,14,12,8,9,7,5,14,5,6,8,13,5,5,5,5,5,5,5,5,6,5,5,1,6,6,7,6,10,5,7,5,6,5,5,6,7,8,5,5,5,5,5
4,6,8,30,24,15,11,10,4,4,4,8,7,6,5,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,4,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,13,4,5,7,12,4,4,4,4,4,4,4,4,5,4,4,6,1,5,6,6,9,4,6,4,5,4,4,5,6,7,4,4,4,4,4
4,6,8,30,24,15,11,10,4,4,4,8,7,6,5,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,4,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,13,4,5,7,12,4,4,4,4,4,4,4,4,5,4,4,6,5,1,6,7,9,4,6,4,5,4,4,5,6,7,4,4,4,4,4
4,6,8,30,24,15,11,10,4,4,4,8,7,6,5,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,4,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,13,4,5,7,12,4,4,4,4,4,4,4,4,5,4,4,7,6,6,1,6,9,4,6,4,5,4,4,5,6,7,4,4,4,4,4
5,7,9,31,25,16,12,11,5,5,5,9,8,7,6,29,28,36,33,29,19,35,39,20,18,26,17,8,12,12,5,5,7,5,5,5,5,6,6,5,5,6,5,7,30,11,11,14,14,9,11,23,10,14,12,8,9,7,5,14,5,6,8,13,5,5,5,5,5,5,5,5,6,5,5,6,6,7,6,1,10,5,7,5,6,5,5,6,7,8,5,5,5,5,5
7,9,6,31,25,17,13,12,7,7,7,11,10,9,8,30,29,35,34,30,21,37,41,22,19,26,19,9,13,14,7,7,9,7,7,7,7,8,8,7,7,8,7,9,27,12,12,15,15,10,12,23,11,15,13,9,10,8,7,16,7,8,10,15,7,7,7,7,7,7,7,7,8,7,7,10,9,9,9,10,1,7,9,7,8,7,7,8,9,10,7,7,7,7,7
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,1,4,2,3,2,2,3,4,5,2,2,2,2,2
3,6,8,30,24,15,11,10,4,4,4,7,6,5,4,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,3,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,12,4,5,7,12,3,3,3,3,3,4,4,4,5,4,4,7,6,6,6,7,9,4,1,4,5,4,4,5,6,7,4,4,4,4,3
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,1,2,2,2,3,4,5,2,2,2,2,2
3,5,7,29,23,14,10,9,3,3,3,7,6,5,4,27,26,34,31,27,17,33,37,18,16,24,15,6,10,10,3,3,5,3,3,3,3,4,4,3,3,4,3,5,28,9,9,12,12,7,9,21,8,12,10,6,7,5,3,12,3,4,6,11,3,3,3,3,3,3,3,3,4,3,3,6,5,5,5,6,8,3,5,2,1,2,2,4,5,6,3,3,3,3,3
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,2,1,1,3,4,5,2,2,2,2,2
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,2,1,1,3,4,5,2,2,2,2,2
3,5,7,29,23,14,10,9,3,3,3,7,6,5,4,27,26,34,31,27,17,33,37,18,16,24,15,6,10,10,3,3,5,3,3,3,3,4,4,3,3,4,3,5,28,9,9,12,12,7,9,21,8,12,10,6,7,5,3,12,3,4,6,11,3,3,3,3,3,3,3,3,4,3,3,6,5,5,5,6,8,3,5,3,4,3,3,1,5,6,3,3,3,3,3
4,6,8,30,24,15,11,10,4,4,4,8,7,6,5,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,4,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,13,4,5,7,12,4,4,4,4,4,4,4,4,5,4,4,7,6,6,6,7,9,4,6,4,5,4,4,5,1,7,4,4,4,4,4
5,7,9,29,24,16,12,11,5,5,5,9,8,7,6,29,28,36,33,29,19,35,39,20,18,25,16,8,12,12,5,5,7,5,5,5,5,6,6,5,5,6,5,7,30,11,10,13,13,8,10,22,9,13,11,7,8,7,5,14,5,6,8,13,5,5,5,5,5,5,5,5,6,5,5,8,7,7,7,8,10,5,7,5,6,5,5,6,7,1,5,5,5,5,5
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,1,1,2,2,2
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,1,1,2,2,2
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,1,2,2
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,1,2
1,4,6,28,22,13,9,8,2,2,2,5,4,3,2,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,1,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,10,2,3,5,10,1,1,1,1,1,2,2,2,3,2,2,5,4,4,4,5,7,2,3,2,3,2,2,3,4,5,2,2,2,2,1
